rating,title,text,date,processed_text
5,Gotta try it u will love it!!,"Great value, easy to use n fast delivery time.","Dec 23, 2019",great value easy use n fast delivery time
5,This service is awesome,"This service is awesome!  Easy, no-hassle, no axiety, amazingly quick, safe delivery.  using Sendle from now on.","Dec 21, 2019",service awesome easy axiety amazingly quick safe delivery using sendle
1,Sendle is just unreliable and don't care,"I've used them for about 50 jobs and all was ok until the last 4 First problem item was left 20 metres from customers home and luckily he saw a carton and picked it up ""signature on delivery"" yeah rightThen the real drama started with 2 items going overseas plus a 3rd added with no pickup for 4 days so I cancelled Customer service quit responding to my enraged emails and it shows they just don't care about Ebay sellers This is costing me my reputation and money loss Now I have to wait for my refund to clear Thats just crap So I dug deep and found James Moody's mobile number but no answer or even a reply Thats pathetic Sendle you shouldn't take jobs you cannot honour and you should employ someone to take calls It should be illegal not having a business contact numberUPDATEJust checked this review and other newer reviews have had replies from Sendle but nothinges for mineAn email just came in as I was writing this saying they're sorry but go elsewhere for express delivery Fantastic I just want my parcels picked up and now I've paid for shipping I have to wait up to 2 weeks for a refund and pay again if I go elsewhere Thats totally wrong as I have upset Ebay customers and had to remove my main selling product which helps me pay my rent each month","Updated Dec 23, 2019",used 50 job ok last 4 first problem item left 20 metre customer home luckily saw carton picked signature delivery yeah rightthen real drama started 2 item going overseas plus 3rd added pickup 4 day cancelled customer service quit responding enraged email show care ebay seller costing reputation money loss wait refund clear thats crap dug deep found james moody mobile number answer even reply thats pathetic sendle take job honour employ someone take call illegal business contact numberupdatejust checked review newer review reply sendle nothinges minean email came writing saying sorry go elsewhere express delivery fantastic want parcel picked paid shipping wait 2 week refund pay go elsewhere thats totally wrong upset ebay customer remove main selling product help pay rent month
5,I've said it before and I'll say it…,"I've said it before and I'll say it again...Sendle is by far the best shipping service I've ever encountered. They do what they say they will do and so far it has all gone so smoothly and I have no reason to think it will change. Sendle is my go-to shipping service, period.Janis","Dec 20, 2019",said say sendle far best shipping service ever encountered say far gone smoothly reason think change sendle shipping service
5,I have used this service 5 times this…,I have used this service 5 times this season.  I love it.  Less expensive but great service.,"Dec 20, 2019",used service 5 time season love less expensive great service
5,"So far, so great!","I have only printed a label so far, but am blown away by the price of shipping.  I was about to have to cancel an order going across the US because the shipping was over $30 and I hadn't collected enough from the buyer to cover that cost.  I stumbled upon Sendle, and it was under $8!!  I still have to ship, but am dropping it off at my local post office so I don't anticipate any issues.  Once it gets to its destination successfully I will breathe a sigh of relief, as I'm still a bit skeptical.  But overall, I wish I had found this site sooner, as I could've saved a TON on shipping!","Dec 20, 2019",printed label far blown away price shipping cancel order going across u shipping 30 collected enough buyer cover cost stumbled upon sendle 8 still ship dropping local post office anticipate issue get destination successfully breathe sigh relief still bit skeptical overall wish found site sooner could saved ton shipping
1,No shipping updates for 2 weeks!,"No shipping update since the 6th of December!! Supposed to arrive by today (I need it by today) but have had absolutely no updates! No one has replied to my email and I have no idea where my package is. Very disappointing. Tracking number STP49M, please can someone give me some information! Thank you.","Dec 19, 2019",shipping update since 6th december supposed arrive today need today absolutely update one replied email idea package disappointing tracking number stp49m please someone give information thank
5,So Far I'm Very Satisfied.,"Very good rate, simple and easy to understand rate structure. Some features on the web still needs work and fix but overall very satisfied so far after having shipped 20+ parcels. Those who complained and gave one star just don't understand how the business works, the actual carrier is the USPS, Sendle is a 3rd party whole-seller who provides discounted rates, which is great for individuals or small business owners like myself.They seem to be a startup company here in the USA (Headquarters is based in Australia) and hope they grow stronger and start offering international deliveries so I can continue to enjoy their service even further.","Dec 19, 2019",good rate simple easy understand rate structure feature web still need work fix overall satisfied far shipped parcel complained gave one star understand business work actual carrier usps sendle 3rd party provides discounted rate great individual small business owner like seem startup company usa headquarters based australia hope grow stronger start offering international delivery continue enjoy service even
1,One week delay just to pick up parcels,"I've been waiting for my parcels been picked up since last Thursday (already a week). The payment it's already made so I do not know what to do, as the robot that replies the emails said that there was actually an attempt to pick it my parcels, when there wasn't. Don't want to take the risk giving them my bags as they will probably miss it somewhere after picked up, but also don't want to waste the money. There's no one you can speak with, not even a number. So disappointed with Sendle.","Dec 19, 2019",waiting parcel picked since last thursday already week payment already made know robot reply email said actually attempt pick parcel want take risk giving bag probably miss somewhere picked also want waste money one speak even number disappointed sendle
1,Sent my daughter a xmas parcel,"Sent my daughter a xmas parcel, assumed it would get there before xmas, sent it on the 4/12/19 now 19th and no sign! Investigation Launched on 16/12/19 would appreciate a response of some sort! daughter is living away from home and this is important! Very upset!!","Dec 19, 2019",sent daughter xmas parcel assumed would get xmas sent 19th sign investigation launched would appreciate response sort daughter living away home important upset
1,I wish I could give zero stars,I wish I could give zero stars! This company never delivers within their timeframe they give and you constantly have to chase up missing parcels! Small businesses please stop using this company for your deliveries. Soooooooo slow.,"Dec 19, 2019",wish could give zero star company never delivers within timeframe give constantly chase missing parcel small business please stop using company delivery soooooooo slow
5,Not only did they deliver faster than…,"Not only did they deliver faster than usual delivery services, they were cheaper and I am so pleased.","Dec 18, 2019",deliver faster usual delivery service cheaper pleased
5,My order came in even faster than…,"My order came in even faster than projected. I was stunned to have received my order just a few days after placing it, and in perfect condition.During this busy and hectic time, I find it all the more impressive. A+","Dec 18, 2019",order came even faster projected stunned received order day placing perfect busy hectic time find impressive
1,I am waiting for my package and there…,I am waiting for my package and there was a attempt to deliver but said no access   ? What does that mean the way the delivery is if it’s a business there should be a way to drop off during regular business hours. There is no phone number or anything,"Dec 17, 2019",waiting package attempt deliver said access mean way delivery business way drop regular business hour phone number anything
1,Horrible service if I could rate 0 I would,"Few parcels waiting for collection at our business for over a week, nobody attempted pickup. We have a receptionist there 9-5pm every business day for the past week, says pickup times on the consignment  instructions still failed to pick it up. CCTV shows that their courier didn't come, other couriers, Australia Post, DHL, Fedex UPS, Fastway all had no problem coming during that week, but Couriers Please didn't even come.Sendle support were making all the excuses for not picking them up. ""Van was full, courier was lost, courier was too busy, courier didn't know the times (yet we get delivers there everyday), sending a dedicated courier"" I even spoke to the local parcel point and the same issue was happening to him.Now today I had to go out of my way and deal with very angry customers of ours and resend the parcels via another courier, I should be compensated for this and I was never refunded for all orders. Because now the items are late.I had used sendle in the past for another 5 items and they were actually good, but come now, the are by far the worst. I expect this of auspost not a 3rd party courier.P.S. Sendle, if you want to follow this up, please look for our business name...Avoid this company and Couriers Please","Dec 17, 2019",parcel waiting collection business week nobody attempted pickup receptionist every business day past week say pickup time consignment instruction still failed pick cctv show courier come courier australia post dhl fedex ups fastway problem coming week courier please even support making excuse picking van full courier lost courier busy courier know time yet get delivers everyday sending dedicated courier even spoke local parcel point issue happening today go way deal angry customer resend parcel via another courier compensated never refunded order item used sendle past another 5 item actually good come far worst expect auspost 3rd party sendle want follow please look business name avoid company courier please
5,Great service!,"This is a great service if you ship packages regularly, or even if you do it every once in a while. The account setup is simple, and the postage savings is awesome. And I love that the package tracking is sent to the customer automatically, and you're notified when the package is delivered.","Dec 15, 2019",great service ship package regularly even every account setup simple postage saving awesome love package tracking sent customer automatically notified package delivered
5,Affordable and can track packages…,Affordable and can track packages easily.,"Dec 15, 2019",affordable track package easily
1,Will destroy your company reputation!,I have used Sendle for my business over the past year and it is hit and miss on whether they will bother to pick up parcels for delivery. Of the 79 bookings I have made with them 5 were never picked up and about 20 were collected up to 10 days late. One package of a $300 gift basket being donated for a charity auction was completely destroyed and returned with no explanation or communication.Simply not good enough.,"Dec 15, 2019",used sendle business past year hit miss whether bother pick parcel delivery 79 booking made 5 never picked 20 collected 10 day late one package 300 gift basket donated charity auction completely destroyed returned explanation good enough
5,"Half the price of USPS, easy, and fast","Gave this new service a try with a personal package before deploying it in my small business. I couldn't be happier! Super easy account set up,  labels printed easily,  and package arrived 2 days sooner than promised. Half the price of USPS. Only drawback is that they don't accept PayPal - only credit cards. Can't wait until their integration with Etsy!","Dec 14, 2019",gave new service try personal package deploying small business could happier super easy account set label printed easily package arrived 2 day sooner promised half price usps drawback accept paypal credit card ca wait integration etsy
1,This company is the worst company here,"This company is the worst company here. They took my money. They collected my things (valuable items) and it was the last I ever saw of them. They didn't get back to me quickly, then when they did. LOST. GONE. We don't care kind of an attitude. -They didn't offer to refund my money-They told me I wasn't cover properly. -The attitude of the staff seem more worried about their company. -They offered me a FREE shipping as compensation. This is a joke. I wouldnt use them for FREE or if you paid me. I value things more than the shipping. USA folks - do yourself a favour and stick with your courier companies, they are far better. Absolutely hopeless, dont think it wont happen to you. It wont if you go with someone else.","Dec 14, 2019",company worst company took money collected thing valuable item last ever saw get back quickly lost gone care kind attitude offer refund told cover properly attitude staff seem worried company offered free shipping compensation joke wouldnt use free paid value thing shipping usa folk favour stick courier company far better absolutely hopeless dont think wont happen wont go someone else
5,Forgot something in Florida,"Forgot something in Florida. Used Sendle to pay for shipping back to me and e-mailed the label to them. All they had to do was box it, slap on the label and send it out with their mail. Got it two days later. Reliable, cheap, and super convenient.","Dec 14, 2019",forgot something florida used sendle pay shipping back label box slap label send mail got two day later reliable cheap super convenient
5,so far good,"so far good, my package got delivered on a timely manner. I hope they add bigger or larger boxes soon.","Dec 13, 2019",far good package got delivered timely manner hope add bigger larger box soon
1,"dropped off my item at Milperra BP, and not been a pickup for 3 days.","dropped off my item at Milperra BP, and not been a pickup for 3 days. I went back to check and the parcel still sits on their cabinet.","Updated Dec 13, 2019",dropped item milperra bp pickup 3 day went back check parcel still sits cabinet
5,I was skeptical at first so I only…,"I was skeptical at first so I only shipped one item. Was great. I just shipped 3 parcels to different areas and outcome was also amazing.  Fast, accurate and good condition..","Dec 12, 2019",skeptical first shipped one item great shipped 3 parcel different area outcome also amazing fast accurate good condition
3,Happy to have received.,"Product was  delivered two days after delivery date shown on site and complaint registered, but without required signature.","Updated Dec 12, 2019",product delivered two day delivery date shown site complaint registered without required signature
5,My order was delivered in record time…,My order was delivered in record time (3 days) from Idaho to Georgia.  It very well packed considering it was a fragile item. And it was in perfect condition.  Thank you!,"Dec 11, 2019",order delivered record time 3 day idaho georgia well packed considering fragile item perfect condition thank
1,One word- Scam,"One word- Scam. Their website asked me to drop the parcel at one of the BP centre. And now no one has picked up the parcel, it's been 2 days already. Money already deducted from my bank. Support team replies after 24 hours with no help and asking me to call the centre as they don't have the detail. Unbelievable. And now no one is replying. Not sure what's happening with my 6 parcels. Their is no phone number to call sendle. Feels like a scam.","Dec 11, 2019",one scam website asked drop parcel one bp centre one picked parcel 2 day already money already deducted bank support team reply 24 hour help asking call centre detail unbelievable one replying sure happening 6 parcel phone number call sendle feel like scam
1,Poor service,"I ordered a custom stamp, which was pretty well wrapped by the sender. I’m not sure what happened to it in the hands of Sendle but it arrived to me totally cracked like it had been thrown around, or someone tried to shove it into my mailbox, despite it not fitting. Poor service.","Dec 10, 2019",ordered custom stamp pretty well wrapped sender sure happened hand sendle arrived totally cracked like thrown around someone tried shove mailbox despite fitting poor service
1,THE WORST,"in my 20 years of being a wholesaler, this is the worst service known to mankind. No phone number, 8 hour response time.PATHETIC!!Do not use this service if you are a business sending any kind of volume of orders, and do not use the international service, its the worst.","Dec 10, 2019",20 year wholesaler worst service known mankind phone number 8 hour response use service business sending kind volume order use international service worst
5,Took a lot of the stress out of my shipping process.,I'm a seamstress and the process of shipping hasn't ever been my strong suit but I stumbled across it a few weeks ago and I've been really delighted with it's simplicity so far and I like the admin dashboard.,"Dec 10, 2019",seamstress process shipping ever strong suit stumbled across week ago really delighted simplicity far like admin dashboard
1,Hopeless,Bought an item on eBay and paid $16.50 for Express Shipping only to find it was Sendle not Aus Post.4 days from Melbourne to Sydney isn't Express quality service and their tracking system is a joke showing the item was out for delivery from 7am to 10pm then moved to the following day. Luckily I got a refund from the seller.,"Dec 10, 2019",bought item ebay paid express shipping find sendle au day melbourne sydney express quality service tracking system joke showing item delivery 7am 10pm moved following day luckily got refund seller
1,Used Sendle for the first time and very disappointed,Used Sendle for the first time as I had larger parcels. They repeatedly didn’t pick up on the booked day and wanted to take only one package instead of the 2 booked. Driver was confused with it. Have wasted a lot of time waiting for them to come. I can’t leave large parcels outside the front of the house even if behind a pillar as parcels get stolen so if I have to go out to work I have no option but to take the chance of leaving them out. They are cheaper than Australia Post but service is bad.  As a seller I have to apologise for the delays to my customers that aren’t my doing.,"Dec 9, 2019",used sendle first time larger parcel repeatedly pick booked day wanted take one package instead 2 booked driver confused wasted lot time waiting come leave large parcel outside front house even behind pillar parcel get stolen go work option take chance leaving cheaper australia post service bad seller apologise delay customer
1,Sendle may look good from the sender’s perspective,Sendle may look good from the sender’s perspective but the receiver is not as important it seems. Apparently the courier ‘tried’ to deliver to my address even though someone was home all day! No card left. Had to take time off work to pick up parcel from the hub operator. Lovely assistant there told me he hears the same issue from most people.When I sent through feedback it was a standard response - no attention to my details provided. Rather than use the feedback to improve services you get lectured on how no one could receive/ unsafe to leave at address/ you should have said it could be left unattended.All blame to person receiving the item rather than deal with their contracted couriers. Dreadful delivery and customer service.,"Dec 9, 2019",sendle may look good sender perspective receiver important seems apparently courier tried deliver address even though someone home day card left take time work pick parcel hub operator lovely assistant told hears issue sent feedback standard response attention detail provided rather use feedback improve service get lectured one could unsafe leave said could left blame person receiving item rather deal contracted courier dreadful delivery customer service
5,Thanks for an alternative shipping that…,"Thanks for an alternative shipping that is reliabe,lower pricing and easy to use,The updates and tracking are great.","Dec 7, 2019",thanks alternative shipping reliabe lower pricing easy use update tracking great
5,Sendle was easy to use,Sendle was easy to use. They even arranged to have pick up from my business! They were also speedy. I definitely recommend them!,"Dec 6, 2019",sendle easy use even arranged pick business also speedy definitely recommend
1,A very average company,"A very average company, they fail to pickup parcels repeatedly on the date of booking. No contact number on their website, and the removal of google reviews under their company name leaves one wondering...........","Dec 6, 2019",average company fail pickup parcel repeatedly date booking contact number website removal google review company name leaf one wondering
1,SENDLE LOST MY PACKAGE,Sendle is a horrible company!!!! They have lost my parcel and sent it to the wrong house and it was signed by a man named Brendan when I dont live with anyone with that name?! They said two men were at the front signing for my parcel. How on earth did they allow for randomsTo sign my parcel? I have now lost a very important document where they now cannot locate it because of their drivers from courier please.. what a horrible and horrendous of a company! All the five star reviews are probably fake because Ive heard other people whos also had problems with this company,"Dec 6, 2019",sendle horrible company lost parcel sent wrong house signed man named brendan dont live anyone name said two men front signing parcel earth allow randomsto sign parcel lost important document locate driver courier please horrible horrendous company five star review probably fake ive heard people who also problem company
1,Wish I could leave a negative rating,"Wish I could leave a negative rating. I have no idea where my package is, neither does the sender, they won't respond to either of us. First they said they were going to leave it in the street even though it was unsafe and they were told not to. Then they said an attempted delivery card was left which it wasn't. They refused to return the package to the sender. Now they won't respond!","Dec 5, 2019",wish could leave negative rating idea package neither sender wo respond either u first said going leave street even though unsafe told said attempted delivery card left refused return package sender wo respond
5,Great company,"Great company, easy to use.  Application very easy to use, followed tracking. Will use exclusively. Thank you Sendle.","Dec 5, 2019",great company easy use application easy use followed tracking use exclusively thank sendle
5,Tried Sendle and Love The Process,"Tried Sendle for the first time, and absolutely love it. Process was fast and easy, and definitely love the fact that the shipping is quicker than regular carriers. If you haven’t tried Sendle, try it. I love it..........","Dec 5, 2019",tried sendle first time absolutely love process fast easy definitely love fact shipping quicker regular carrier tried sendle try love
1,A TOTAL disregard for their consumers time and investment!,"Scheduled an auction item for pick up 27th Nov, nothing happened! Followed up with customer service on 1st Dec and was notified ‘our providers don’t pick up or deliver from auction houses, malls, hospitals, military bases or airports' (nowhere on their site does it mention this!!) & that ""I"" should let Sendle know if ""I"" would like to cancel?? When I advised them that I had used Sendle's services to retrieve auction goods in the past their customer service agent basically called me out as a LIAR!!! Sent through copy of label proving pick up & delivery from auction house (the prior email clearly stated it was the same auction house in a different state) & they returned fire with 'Apparently, the parcel from... was from a different pickup address. I was only looking for the order coming from the same address as the current order.' which was their pathetic justification for making me out to be a LIAR!!! Begrudgingly refunded payment, continue to hassle about 'whether you want us to chase this to get your parcel collected or do you want to cancel this order?' for a service they already said they do not provide & after explaining days before that I would not be wasting any more of my time or theirs expecting a decent response from them. Trust me, pay the little bit more for traditional post/shipping services, it will cost you far less in the long run!","Dec 4, 2019",scheduled auction item pick 27th nov nothing happened followed customer service 1st dec notified provider pick deliver auction house mall hospital military base airport nowhere site mention let sendle know would like cancel advised used sendle service retrieve auction good past customer service agent basically called liar sent copy label proving pick delivery auction house prior email clearly stated auction house different state returned fire parcel different pickup address looking order coming address current order pathetic justification making liar begrudgingly refunded payment continue hassle want u chase get parcel collected want cancel order service already said provide explaining day would wasting time expecting decent response trust pay little bit traditional service cost far less long run
5,I was worried about using sendle…,I was worried about using sendle because after I shipped I read all the bad reviews but i followed instructions printed my labels and dropped my packages at the post office and a few days later all three were delivered. I guess the bad reviews are from pickups which I would never do I suggest personally dropping the packages off to the p.o. thanks,"Dec 4, 2019",worried using sendle shipped read bad review followed instruction printed label dropped package post office day later three delivered guess bad review pickup would never suggest personally dropping package thanks
5,Sendle was easy,"Sendle was easy, reasonably priced and  delivered on everything they promised","Dec 4, 2019",sendle easy reasonably priced delivered everything promised
5,Great service,"Simple interface, quick shipping, easy postal drop at a better price than competition.","Dec 3, 2019",simple interface quick shipping easy postal drop better price competition
5,I sent three (large boxes) and they…,I sent three (large boxes) and they arrived two days later in perfect condition.  Could not believe it!!,"Dec 3, 2019",sent three large box arrived two day later perfect condition could believe
1,1 star only because I have to,"1 star only because I have to. 0 star service. I had a package for collection on my verandah. Gave clear instructions. Package was clearly visible and was the only thing on the verandah. My house is clearly numbered on a very short, easily found suburban street. Each day for a week, the courier claimed the package or address could not be found. This kept getting “escalated”. I’m not sure to where because nothing ever happened. I checked and re-checked the address etc. On the 5th day of non-collection, I saw that the driver had claimed to have tried to pick up the package at 3.44 and 5.30 am. Complete lies. I was home. Nobody came. You can’t call Sendle and I know why. I started to wonder if they were a kind of a scam, or just Internet trolls. Who knows? I never talked to anyone and no one ever came. I will never try this scam again.","Dec 3, 2019",1 star 0 star service package collection verandah gave clear instruction package clearly visible thing verandah house clearly numbered short easily found suburban street day week courier claimed package address could found kept getting escalated sure nothing ever happened checked address etc 5th day saw driver claimed tried pick package complete lie home nobody came call sendle know started wonder kind scam internet troll know never talked anyone one ever came never try scam
1,Do not use.,"Do not use.Tried to use it once. The delivery was scheduled for next day - never happened. auto rescheduled to next day, never happened. moved to a 3rd day, then when I logged in saw it was marked as ""pickup futile"" (they couldn't find it? despite very clear instructions).The communication was non-existent. all of the reschedules I only found out about by logging in, and for quite a few days it still just had the original pick up date, despite that date having already passed! To contact someone? good luck. a call is impossible. email enquiries only.My first review I've left for any company, but its important others know to avoid this company.","Dec 3, 2019",use delivery scheduled next day never happened auto rescheduled next day never happened moved 3rd day logged saw marked pickup futile could find despite clear instruction communication reschedules found logging quite day still original pick date despite date already passed contact someone good luck call impossible email enquiry first review left company important others know avoid company
5,Very easy labeling,Very easy labeling. Thank you for the quick delivery from Florida to Montana.,"Dec 2, 2019",easy labeling thank quick delivery florida montana
1,WHERE IS MY PARCEL SENDLE,WHERE IS MY PARCEL SENDLE? ITS BEEN OVER A WEEK NOW. PLEASE REPLY. TRACKING IS - S9D5JN,"Nov 29, 2019",parcel sendle week please reply tracking s9d5jn
1,ZERO STAR,"ZERO STAR, VERY DISAPPOINTING with my first pick up order. Terrible service.  I never leave a comment but WORTH WRITING TO HELP OTHERS  if you seriously consider sendle as personal or business partner. I run a small business. I was happy that i found sendle as i thought it is a reliable Currier service with great shipping rates.I booked 2 parcel pick up for my order with pick up instruction note "" please come up and knock door"" and later found update  "" pick up attempt wasn't successful"" ( I don't think they even come up and knocked ) so I rescheduled to next day with different pick up instructions "" Buzzer not working, Please come up and knock door or ring me"" so i waited all day 8~6pm with big ears. Nothing happened, No one came, and no updates, no explanation at all  on dashboard till next morning and later morning update says ""It looks like this parcel was not picked up on the scheduled date"" when i try to reschedule again, the earliest option was after 2 days ( because of weekends? I have no idea)  then i will be wasting 4 days just for waiting pick up with still uncertainty of it can actually happen or not. so i see no point of wasting my time and stressed and canceled booking and i still have to pay for it, Terrible service.No communication, No refund.NO THANK YOU.  I hope this help others","Updated Nov 29, 2019",zero star disappointing first pick order terrible service never leave comment worth writing help others seriously consider sendle personal business partner run small business happy found sendle thought reliable currier service great shipping booked 2 parcel pick order pick instruction note please come knock door later found update pick attempt successful think even come knocked rescheduled next day different pick instruction buzzer working please come knock door ring waited day big ear nothing happened one came update explanation dashboard till next morning later morning update say look like parcel picked scheduled date try reschedule earliest option 2 day weekend idea wasting 4 day waiting pick still uncertainty actually happen see point wasting time stressed canceled booking still pay terrible communication thank hope help others
5,Seriously affordable shipping,"Seriously affordable shipping, finally! With sendle shipping is quick and reliable not to mention affordable. I have zero complaints about sendle.","Nov 28, 2019",seriously affordable shipping finally sendle shipping quick reliable mention affordable zero complaint sendle
5,TRY SENDLE and make LIFE EASIER!!!,"I have used Sendle for a little over a month now. Previously I was exclusively shipping through Etsy (which is confusing and time consuming AF!) but Sendle has SAVED me from the nightmare shipping once was! I can mark most all my items at the same price for shipping, which makes shopping in my store SO MUCH less confusing. Not to mention, their customer service is top notch! I had one issue with a package (customers apartment was hard to find) and Sendle tried twice before sending the package back to me, notifying me all along the way. Will continue to use Sendle for all my packaging needs and really hope their score improves because I have no idea why it’s this low!!! TRY IT! Make your life easier! Signed, a single mother of two/full time student/Etsy shop owner 🥳","Nov 27, 2019",used sendle little month previously exclusively shipping etsy confusing time consuming af sendle saved nightmare shipping mark item price shipping make shopping store much less confusing mention customer service top notch one issue package customer apartment hard find sendle tried twice sending package back notifying along way continue use sendle packaging need really hope score improves idea low try make life easier signed single mother time shop owner
5,Best Shipping Platform I have Found!,I just found out about Sendle a few weeks ago and it was a god send for my small e-commerce business. I ship 99.9% of my orders via USPS and send had been able to save me on average anywhere from $1.50 to $4.00 per package. That is huge at the end of a fiscal year. The platform is free to join and there are no hidden fees and the 5 tier pricing structure is super easy. I would totally recommend this platform. You have nothing to loose. You can test drive it for free and just pay the applicable shipping for the package your are sending. I am always looking for ways to save money and this helped big time to cut down on my shipping costs but also offering a more competitive price to my clients.,"Nov 27, 2019",found sendle week ago god send small business ship order via usps send able save average anywhere per package huge end fiscal year platform free join hidden fee 5 tier pricing structure super easy would totally recommend platform nothing loose test drive free pay applicable shipping package sending always looking way save money helped big time cut shipping cost also offering competitive price client
1,I would give zero stars for Sendle,I would give zero stars for sendle if I could. The drivers make no real attempt to deliver the packages they just put the card in the letter box and drive off. I was in my home office all day when the package was meant to be delivered. I call the center to complain and try to get them to redeliver they are useless as well. Then they send the package to a whole other suburb to a place that in spite of their opening hours on the web Is closed. Worst customer service ever.,"Nov 26, 2019",would give zero star sendle could driver make real attempt deliver package put card letter box drive home office day package meant delivered call center complain try get redeliver useless well send package whole suburb place spite opening hour web closed worst customer service ever
1,Non delivery.,Non delivery.Twice over the last month I have had to be refunded for items not delivered by Sendle.Paid $8 for small parcel and when overdue tracked it down to being held at Sendle depot.Messaged seller and was told Sendle would not deliver to rural areas (we are 5ks off the main freeway and the local Post Office) unless I paid a further $18.  What then? Would I have to go and pick up from the Post Office?It pays to check which couriers the sellers are using before buying.,"Nov 24, 2019",non last month refunded item delivered 8 small parcel overdue tracked held sendle seller told sendle would deliver rural area 5ks main freeway local post office unless paid 18 would go pick post office pay check courier seller using buying
1,94% one star rating pretty much says it all...,"I mean do I really need to leave a review. A company who has a 94% one-star rating pretty much says it all. I need to vent so here I go..I've stupidly used this company one too many times. I'm totally sucked in by the low cost of shipping and so are my customers. But never again. Their lack of care and responsibility is unbelievable. I'm a ceramicist and they recently handed over a delivery with 9 broken pieces. Each piece was double wrapped in bubble wrap, surrounded by shredded paper and in its own box then boxed again... seriously to break a piece you would have to be literally throwing the boxes around the depot. I've had boxes of product worth over $400 go missing, pfft, vanished, no reason, no answers and all I got back was the $30 courier fee. When there's a problem it's impossible to speak to a human, which just escalates the rage you feel to the next level. Then when you email them because that's your only option, they send you a reply from a ""happiness officer"" Seriously???? I can't yell this loudly enough, DON'T USE SENDLE! EVER!THEY SUCK!","Updated Nov 22, 2019",mean really need leave review company 94 rating pretty much say need vent go stupidly used company one many time totally sucked low cost shipping customer never lack care responsibility unbelievable ceramicist recently handed delivery 9 broken piece piece double wrapped bubble wrap surrounded shredded paper box boxed seriously break piece would literally throwing box around depot box product worth 400 go missing pfft vanished reason answer got back 30 courier fee problem impossible speak human escalates rage feel next level email option send reply happiness officer seriously ca yell loudly enough use sendle ever suck
1,Disappointing and false information,"Sendle should reconsider the company they use to deliver parcels in Sydney i.e Couriers Please. I waited and waited (at home) for my parcel to arrive. I received an email at 2.30pm claimed I'd missed the delivery. No note was left to indicate the driver had attempted to deliver. Delivery instructions were to leave the parcel if no-one was home.Called the 1 300 number provided to ""To organise a redelivery"". The first call centre agent claimed I had to pick it up from a 'pop up store' and hung up on me when I queried why the parcel would not be redelivered as stated in the email. She did not call me back, so I called again. No joy from the second telephonist either. And, when I asked to speak with his supervisor was told I would receive a call within the hour - it never happened.Now, I have received another email stating I have to travel to a neighbouring suburb to collect a parcel I paid to be delivered. What happened to redelivery? (The word 'redelivery' was mentioned 6 times in the email)Major customer service fail Sendle and Couriers Please!","Nov 21, 2019",sendle reconsider company use deliver parcel sydney courier please waited waited home parcel arrive received email claimed missed delivery note left indicate driver attempted deliver delivery instruction leave parcel 1 300 number provided organise redelivery first call centre agent claimed pick store hung queried parcel would redelivered stated email call back called joy second telephonist either asked speak supervisor told would receive call within hour never received another email stating travel neighbouring suburb collect parcel paid delivered happened redelivery word mentioned 6 time email major customer service fail sendle courier please
1,This company is appalling,"This company is appalling! They use Fastway and Couriers Please. half the time these couriers don't turn up and use local contractors to pick up the parcel and take it to their base. BUT - these guys have no scanners so you have no proof it was ever picked up and when it gets lost - which is frequent - you have nothing!International deliveries are all sent to Germany first and then on to the rest of the world. Even New Zealand! This means Australia to New Zealand takes 3 weeks! I can row it quicker! And they lose International deliveries all the time - it's no wonder you cannot insure international deliveries! If no one is home for Australian deliveries and you requested a signature, the driver signs it! Can you believe that!Company is run by scammers if you ask me.","Nov 21, 2019",company appalling use fastway courier please half time courier turn use local contractor pick parcel take base guy scanner proof ever picked get lost frequent nothing international delivery sent germany first rest world even new zealand mean australia new zealand take 3 week row quicker lose international delivery time wonder insure international delivery one home australian delivery requested signature driver sign believe company run scammer ask
1,AVOID USING THIS COMPANY!,"AVOID USING THIS COMPANY!For the second year in a row I have had products sent to my by companies using Sendle. They should get smart.  This is a lazy lazy company that cannot bother to deliver. They cannot bother to let you know in advance they are delivering.    They cannot bother to get the website to work simply: many pages go Goops!   They cannot bother to let you know in advance they are delivering.  They cannot bother to reply efficiently to help queries.  Last year, after a week of non-delivery I organised someone to pick it up from their Distribution Point 1 ½ hours away from me.  This year, I refuse.   They get my vote for the laziest delivery company on the planet.   Avoid using them, please.  I have no wish to be bothered trying to get them to respond or deliver, ever!","Nov 20, 2019",avoid using company second year row product sent company using sendle get smart lazy lazy company bother deliver bother let know advance delivering bother get website work simply many page go goop bother let know advance delivering bother reply efficiently help query last year week organised someone pick distribution point 1 ½ hour away year refuse get vote laziest delivery company planet avoid using please wish bothered trying get respond deliver ever
